Country,Product,Flow,2021,ISO
Slovak Republic,"Coal, peat and oil shale",Commercial and public services (PJ),3.029915984,SK
Slovenia,"Coal, peat and oil shale",Commercial and public services (PJ),0,SI
Spain,"Coal, peat and oil shale",Commercial and public services (PJ),0,ES
Sweden,"Coal, peat and oil shale",Commercial and public services (PJ),0,SE
Switzerland,"Coal, peat and oil shale",Commercial and public services (PJ),0,CH
Republic of Turkiye,"Coal, peat and oil shale",Commercial and public services (PJ),143.9994971,TR
United Kingdom,"Coal, peat and oil shale",Commercial and public services (PJ),0.666253858,GB
United States,"Coal, peat and oil shale",Commercial and public services (PJ),14.10576463,US
Argentina,"Coal, peat and oil shale",Commercial and public services (PJ),0,AR
Brazil,"Coal, peat and oil shale",Commercial and public services (PJ),0,BR
People's Republic of China,"Coal, peat and oil shale",Commercial and public services (PJ),327.666588,CN
Egypt,"Coal, peat and oil shale",Commercial and public services (PJ),0,EG
India,"Coal, peat and oil shale",Commercial and public services (PJ),218.4729767,IN
Indonesia,"Coal, peat and oil shale",Commercial and public services (PJ),0,ID
Kenya,"Coal, peat and oil shale",Commercial and public services (PJ),0,KE
Morocco,"Coal, peat and oil shale",Commercial and public services (PJ),0,MA
Senegal,"Coal, peat and oil shale",Commercial and public services (PJ),0,SN
Singapore,"Coal, peat and oil shale",Commercial and public services (PJ),0,SG
South Africa,"Coal, peat and oil shale",Commercial and public services (PJ),52.22870133,ZA
Thailand,"Coal, peat and oil shale",Commercial and public services (PJ),0,TH
Ukraine,"Coal, peat and oil shale",Commercial and public services (PJ),15.75774193,UA
Australia,"Crude, NGL and feedstocks",Commercial and public services (PJ),0,AU
Austria,"Crude, NGL and feedstocks",Commercial and public services (PJ),0,AT
Belgium,"Crude, NGL and feedstocks",Commercial and public services (PJ),0,BE
Canada,"Crude, NGL and feedstocks",Commercial and public services (PJ),0,CA
Chile,"Crude, NGL and feedstocks",Commercial and public services (PJ),0,CL
Colombia,"Crude, NGL and feedstocks",Commercial and public services (PJ),0,CO
Costa Rica,"Crude, NGL and feedstocks",Commercial and public services (PJ),0,CR
Czech Republic,"Crude, NGL and feedstocks",Commercial and public services (PJ),0,CZ
Denmark,"Crude, NGL and feedstocks",Commercial and public services (PJ),0,DK
Estonia,"Crude, NGL and feedstocks",Commercial and public services (PJ),0,EE
Finland,"Crude, NGL and feedstocks",Commercial and public services (PJ),0,FI
France,"Crude, NGL and feedstocks",Commercial and public services (PJ),0,FR
Germany,"Crude, NGL and feedstocks",Commercial and public services (PJ),0,DE
Greece,"Crude, NGL and feedstocks",Commercial and public services (PJ),0,GR
Hungary,"Crude, NGL and feedstocks",Commercial and public services (PJ),0,HU
Iceland,"Crude, NGL and feedstocks",Commercial and public services (PJ),0,IS
Ireland,"Crude, NGL and feedstocks",Commercial and public services (PJ),0,IE
Israel,"Crude, NGL and feedstocks",Commercial and public services (PJ),0,IL
Italy,"Crude, NGL and feedstocks",Commercial and public services (PJ),0,IT
Japan,"Crude, NGL and feedstocks",Commercial and public services (PJ),0,JP
Korea,"Crude, NGL and feedstocks",Commercial and public services (PJ),0,KR
Latvia,"Crude, NGL and feedstocks",Commercial and public services (PJ),0,LV
Lithuania,"Crude, NGL and feedstocks",Commercial and public services (PJ),0,LT
Luxembourg,"Crude, NGL and feedstocks",Commercial and public services (PJ),0,LU
Mexico,"Crude, NGL and feedstocks",Commercial and public services (PJ),0,MX
Netherlands,"Crude, NGL and feedstocks",Commercial and public services (PJ),0,NL
New Zealand,"Crude, NGL and feedstocks",Commercial and public services (PJ),0,NZ
Norway,"Crude, NGL and feedstocks",Commercial and public services (PJ),0,NO
Poland,"Crude, NGL and feedstocks",Commercial and public services (PJ),0,PL
Portugal,"Crude, NGL and feedstocks",Commercial and public services (PJ),0,PT
Slovak Republic,"Crude, NGL and feedstocks",Commercial and public services (PJ),0,SK
Slovenia,"Crude, NGL and feedstocks",Commercial and public services (PJ),0,SI
Spain,"Crude, NGL and feedstocks",Commercial and public services (PJ),0,ES
Sweden,"Crude, NGL and feedstocks",Commercial and public services (PJ),0,SE
Switzerland,"Crude, NGL and feedstocks",Commercial and public services (PJ),0,CH
Republic of Turkiye,"Crude, NGL and feedstocks",Commercial and public services (PJ),0,TR
United Kingdom,"Crude, NGL and feedstocks",Commercial and public services (PJ),0,GB
United States,"Crude, NGL and feedstocks",Commercial and public services (PJ),0,US
Argentina,"Crude, NGL and feedstocks",Commercial and public services (PJ),0,AR
Brazil,"Crude, NGL and feedstocks",Commercial and public services (PJ),0,BR
People's Republic of China,"Crude, NGL and feedstocks",Commercial and public services (PJ),0,CN
Egypt,"Crude, NGL and feedstocks",Commercial and public services (PJ),0,EG
India,"Crude, NGL and feedstocks",Commercial and public services (PJ),0,IN
Indonesia,"Crude, NGL and feedstocks",Commercial and public services (PJ),0,ID
Kenya,"Crude, NGL and feedstocks",Commercial and public services (PJ),0,KE
Morocco,"Crude, NGL and feedstocks",Commercial and public services (PJ),0,MA
Senegal,"Crude, NGL and feedstocks",Commercial and public services (PJ),0,SN
Singapore,"Crude, NGL and feedstocks",Commercial and public services (PJ),0,SG
South Africa,"Crude, NGL and feedstocks",Commercial and public services (PJ),0,ZA
Thailand,"Crude, NGL and feedstocks",Commercial and public services (PJ),0,TH
Ukraine,"Crude, NGL and feedstocks",Commercial and public services (PJ),0,UA
Australia,Electricity,Commercial and public services (PJ),229.1424461,AU
Austria,Electricity,Commercial and public services (PJ),42.71729238,AT
Belgium,Electricity,Commercial and public services (PJ),73.35575887,BE
Canada,Electricity,Commercial and public services (PJ),522.849602,CA
Chile,Electricity,Commercial and public services (PJ),45.81052115,CL
Colombia,Electricity,Commercial and public services (PJ),58.87079995,CO
Costa Rica,Electricity,Commercial and public services (PJ),13.5014461,CR
Czech Republic,Electricity,Commercial and public services (PJ),54.94501344,CZ
Denmark,Electricity,Commercial and public services (PJ),34.93523279,DK
Estonia,Electricity,Commercial and public services (PJ),11.72159974,EE
Finland,Electricity,Commercial and public services (PJ),61.74719854,FI
France,Electricity,Commercial and public services (PJ),475.1453368,FR
Germany,Electricity,Commercial and public services (PJ),434.4534006,DE
Greece,Electricity,Commercial and public services (PJ),59.57906416,GR
Hungary,Electricity,Commercial and public services (PJ),29.37599975,HU
Iceland,Electricity,Commercial and public services (PJ),7.1927005,IS
Ireland,Electricity,Commercial and public services (PJ),49.88200831,IE
Israel,Electricity,Commercial and public services (PJ),63.93714615,IL
Italy,Electricity,Commercial and public services (PJ),287.7746236,IT
Japan,Electricity,Commercial and public services (PJ),1155.319986,JP
Korea,Electricity,Commercial and public services (PJ),591.1923294,KR
Latvia,Electricity,Commercial and public services (PJ),9.742202118,LV
Lithuania,Electricity,Commercial and public services (PJ),12.69791963,LT
Luxembourg,Electricity,Commercial and public services (PJ),7.998111029,LU
Mexico,Electricity,Commercial and public services (PJ),64.71360077,MX
Netherlands,Electricity,Commercial and public services (PJ),129.5850188,NL
New Zealand,Electricity,Commercial and public services (PJ),33.46520963,NZ
Norway,Electricity,Commercial and public services (PJ),93.28566375,NO
Poland,Electricity,Commercial and public services (PJ),189.6577946,PL
Portugal,Electricity,Commercial and public services (PJ),52.97594046,PT
Slovak Republic,Electricity,Commercial and public services (PJ),25.783202,SK
Slovenia,Electricity,Commercial and public services (PJ),11.98041516,SI
Spain,Electricity,Commercial and public services (PJ),248.893202,ES
Sweden,Electricity,Commercial and public services (PJ),107.8775996,SE
Switzerland,Electricity,Commercial and public services (PJ),58.54999896,CH
Republic of Turkiye,Electricity,Commercial and public services (PJ),260.8566606,TR
United Kingdom,Electricity,Commercial and public services (PJ),294.7325032,GB
United States,Electricity,Commercial and public services (PJ),4747.269177,US
Argentina,Electricity,Commercial and public services (PJ),119.060086,AR
Brazil,Electricity,Commercial and public services (PJ),476.1564616,BR
People's Republic of China,Electricity,Commercial and public services (PJ),1980.246325,CN
Egypt,Electricity,Commercial and public services (PJ),148.0668351,EG
India,Electricity,Commercial and public services (PJ),284.6357838,IN
Indonesia,Electricity,Commercial and public services (PJ),225.8592748,ID
Kenya,Electricity,Commercial and public services (PJ),4.800710484,KE
Morocco,Electricity,Commercial and public services (PJ),21.01913439,MA
Senegal,Electricity,Commercial and public services (PJ),3.084783998,SN
Singapore,Electricity,Commercial and public services (PJ),76.75055866,SG
South Africa,Electricity,Commercial and public services (PJ),129.9947893,ZA
Thailand,Electricity,Commercial and public services (PJ),150.2259093,TH
Ukraine,Electricity,Commercial and public services (PJ),81.14724713,UA
Australia,Heat,Commercial and public services (PJ),..,AU
Austria,Heat,Commercial and public services (PJ),28.68193717,AT
Belgium,Heat,Commercial and public services (PJ),3.07290186,BE
Canada,Heat,Commercial and public services (PJ),0.446999515,CA
Chile,Heat,Commercial and public services (PJ),0,CL
Colombia,Heat,Commercial and public services (PJ),0,CO
Costa Rica,Heat,Commercial and public services (PJ),0,CR
Czech Republic,Heat,Commercial and public services (PJ),20.42809221,CZ
Denmark,Heat,Commercial and public services (PJ),34.09110692,DK
Estonia,Heat,Commercial and public services (PJ),4.876001708,EE
Finland,Heat,Commercial and public services (PJ),47.03400041,FI
France,Heat,Commercial and public services (PJ),38.1649973,FR
Germany,Heat,Commercial and public services (PJ),57.76999812,DE
Greece,Heat,Commercial and public services (PJ),0,GR
Hungary,Heat,Commercial and public services (PJ),7.069997952,HU
Iceland,Heat,Commercial and public services (PJ),13.43646278,IS
Ireland,Heat,Commercial and public services (PJ),0,IE
Israel,Heat,Commercial and public services (PJ),0,IL
Italy,Heat,Commercial and public services (PJ),12.82054682,IT
Japan,Heat,Commercial and public services (PJ),20.16632929,JP
Korea,Heat,Commercial and public services (PJ),12.31927381,KR
Latvia,Heat,Commercial and public services (PJ),6.194362226,LV
Lithuania,Heat,Commercial and public services (PJ),8.269001176,LT
Luxembourg,Heat,Commercial and public services (PJ),5.300601844,LU
Mexico,Heat,Commercial and public services (PJ),0,MX
Netherlands,Heat,Commercial and public services (PJ),5.465825532,NL
New Zealand,Heat,Commercial and public services (PJ),0,NZ
Norway,Heat,Commercial and public services (PJ),14.11616464,NO
Poland,Heat,Commercial and public services (PJ),40.8140694,PL
Portugal,Heat,Commercial and public services (PJ),1.016102866,PT
Slovak Republic,Heat,Commercial and public services (PJ),4.357001794,SK
Slovenia,Heat,Commercial and public services (PJ),2.28702694,SI
Spain,Heat,Commercial and public services (PJ),0,ES
Sweden,Heat,Commercial and public services (PJ),54.83899948,SE
Switzerland,Heat,Commercial and public services (PJ),5.629910411,CH
Republic of Turkiye,Heat,Commercial and public services (PJ),0,TR
United Kingdom,Heat,Commercial and public services (PJ),11.98349664,GB
United States,Heat,Commercial and public services (PJ),49.33887149,US
Argentina,Heat,Commercial and public services (PJ),0,AR
Brazil,Heat,Commercial and public services (PJ),0,BR
People's Republic of China,Heat,Commercial and public services (PJ),163.0826007,CN
Egypt,Heat,Commercial and public services (PJ),0,EG
India,Heat,Commercial and public services (PJ),0,IN
Indonesia,Heat,Commercial and public services (PJ),0,ID
Kenya,Heat,Commercial and public services (PJ),0,KE
Morocco,Heat,Commercial and public services (PJ),0,MA
Senegal,Heat,Commercial and public services (PJ),0,SN
Singapore,Heat,Commercial and public services (PJ),0,SG
South Africa,Heat,Commercial and public services (PJ),0,ZA
Thailand,Heat,Commercial and public services (PJ),0,TH
Ukraine,Heat,Commercial and public services (PJ),64.38438013,UA
Australia,Natural gas,Commercial and public services (PJ),40.21821239,AU
Austria,Natural gas,Commercial and public services (PJ),15.77880572,AT
Belgium,Natural gas,Commercial and public services (PJ),83.05559895,BE
Canada,Natural gas,Commercial and public services (PJ),561.0473987,CA
Chile,Natural gas,Commercial and public services (PJ),5.862872336,CL
Colombia,Natural gas,Commercial and public services (PJ),14.21385524,CO
Costa Rica,Natural gas,Commercial and public services (PJ),0,CR
Czech Republic,Natural gas,Commercial and public services (PJ),41.80413037,CZ
Denmark,Natural gas,Commercial and public services (PJ),11.14382134,DK
Estonia,Natural gas,Commercial and public services (PJ),3.331922429,EE
Finland,Natural gas,Commercial and public services (PJ),1.229399392,FI
France,Natural gas,Commercial and public services (PJ),265.6419135,FR
Germany,Natural gas,Commercial and public services (PJ),448.6734397,DE
Greece,Natural gas,Commercial and public services (PJ),5.975426081,GR
Hungary,Natural gas,Commercial and public services (PJ),46.56870039,HU
Iceland,Natural gas,Commercial and public services (PJ),0,IS
Ireland,Natural gas,Commercial and public services (PJ),14.02042927,IE
Israel,Natural gas,Commercial and public services (PJ),0,IL
Italy,Natural gas,Commercial and public services (PJ),263.056845,IT
Japan,Natural gas,Commercial and public services (PJ),326.7764534,JP
Korea,Natural gas,Commercial and public services (PJ),151.8036086,KR
Latvia,Natural gas,Commercial and public services (PJ),4.929387595,LV
Lithuania,Natural gas,Commercial and public services (PJ),3.033901818,LT
Luxembourg,Natural gas,Commercial and public services (PJ),5.274375728,LU
Mexico,Natural gas,Commercial and public services (PJ),10.64429842,MX
Netherlands,Natural gas,Commercial and public services (PJ),113.0675862,NL
New Zealand,Natural gas,Commercial and public services (PJ),6.898808074,NZ
Norway,Natural gas,Commercial and public services (PJ),0.598247665,NO
Poland,Natural gas,Commercial and public services (PJ),67.30587474,PL
Portugal,Natural gas,Commercial and public services (PJ),9.915778472,PT
Slovak Republic,Natural gas,Commercial and public services (PJ),23.06789892,SK
Slovenia,Natural gas,Commercial and public services (PJ),0.931194562,SI
Spain,Natural gas,Commercial and public services (PJ),86.27220015,ES
Sweden,Natural gas,Commercial and public services (PJ),3.907046398,SE
Switzerland,Natural gas,Commercial and public services (PJ),26.73762912,CH
Republic of Turkiye,Natural gas,Commercial and public services (PJ),164.5512967,TR
United Kingdom,Natural gas,Commercial and public services (PJ),261.959401,GB
United States,Natural gas,Commercial and public services (PJ),3247.841097,US
Argentina,Natural gas,Commercial and public services (PJ),40.41476172,AR
Brazil,Natural gas,Commercial and public services (PJ),5.740383316,BR
People's Republic of China,Natural gas,Commercial and public services (PJ),557.8615328,CN
Egypt,Natural gas,Commercial and public services (PJ),0,EG
India,Natural gas,Commercial and public services (PJ),109.1449188,IN
Indonesia,Natural gas,Commercial and public services (PJ),4.038545412,ID
Kenya,Natural gas,Commercial and public services (PJ),0,KE
Morocco,Natural gas,Commercial and public services (PJ),0,MA
Senegal,Natural gas,Commercial and public services (PJ),0,SN
Singapore,Natural gas,Commercial and public services (PJ),3.947218744,SG
South Africa,Natural gas,Commercial and public services (PJ),1.163381929,ZA
Thailand,Natural gas,Commercial and public services (PJ),0.040812926,TH
Ukraine,Natural gas,Commercial and public services (PJ),31.45044192,UA
Australia,Nuclear,Commercial and public services (PJ),0,AU
Austria,Nuclear,Commercial and public services (PJ),0,AT
Belgium,Nuclear,Commercial and public services (PJ),0,BE
Canada,Nuclear,Commercial and public services (PJ),0,CA
Chile,Nuclear,Commercial and public services (PJ),0,CL
Colombia,Nuclear,Commercial and public services (PJ),0,CO
Costa Rica,Nuclear,Commercial and public services (PJ),0,CR
Czech Republic,Nuclear,Commercial and public services (PJ),0,CZ
Denmark,Nuclear,Commercial and public services (PJ),0,DK
Estonia,Nuclear,Commercial and public services (PJ),0,EE
Finland,Nuclear,Commercial and public services (PJ),0,FI
France,Nuclear,Commercial and public services (PJ),0,FR
Germany,Nuclear,Commercial and public services (PJ),0,DE
Greece,Nuclear,Commercial and public services (PJ),0,GR
Hungary,Nuclear,Commercial and public services (PJ),0,HU
Iceland,Nuclear,Commercial and public services (PJ),0,IS
Ireland,Nuclear,Commercial and public services (PJ),0,IE
Israel,Nuclear,Commercial and public services (PJ),0,IL
Italy,Nuclear,Commercial and public services (PJ),0,IT
Japan,Nuclear,Commercial and public services (PJ),0,JP
Korea,Nuclear,Commercial and public services (PJ),0,KR
Latvia,Nuclear,Commercial and public services (PJ),0,LV
Lithuania,Nuclear,Commercial and public services (PJ),0,LT
Luxembourg,Nuclear,Commercial and public services (PJ),0,LU
Mexico,Nuclear,Commercial and public services (PJ),0,MX
Netherlands,Nuclear,Commercial and public services (PJ),0,NL
New Zealand,Nuclear,Commercial and public services (PJ),0,NZ
Norway,Nuclear,Commercial and public services (PJ),0,NO
Poland,Nuclear,Commercial and public services (PJ),0,PL
Portugal,Nuclear,Commercial and public services (PJ),0,PT
Slovak Republic,Nuclear,Commercial and public services (PJ),0,SK
Slovenia,Nuclear,Commercial and public services (PJ),0,SI
Spain,Nuclear,Commercial and public services (PJ),0,ES
Sweden,Nuclear,Commercial and public services (PJ),0,SE
Switzerland,Nuclear,Commercial and public services (PJ),0,CH
Republic of Turkiye,Nuclear,Commercial and public services (PJ),0,TR
United Kingdom,Nuclear,Commercial and public services (PJ),0,GB
United States,Nuclear,Commercial and public services (PJ),0,US
Argentina,Nuclear,Commercial and public services (PJ),0,AR
Brazil,Nuclear,Commercial and public services (PJ),0,BR
People's Republic of China,Nuclear,Commercial and public services (PJ),0,CN
Egypt,Nuclear,Commercial and public services (PJ),0,EG
India,Nuclear,Commercial and public services (PJ),0,IN
Indonesia,Nuclear,Commercial and public services (PJ),0,ID
Kenya,Nuclear,Commercial and public services (PJ),0,KE
Morocco,Nuclear,Commercial and public services (PJ),0,MA
Senegal,Nuclear,Commercial and public services (PJ),0,SN
Singapore,Nuclear,Commercial and public services (PJ),0,SG
South Africa,Nuclear,Commercial and public services (PJ),0,ZA
Thailand,Nuclear,Commercial and public services (PJ),0,TH
Ukraine,Nuclear,Commercial and public services (PJ),0,UA
Australia,Oil products,Commercial and public services (PJ),28.14714464,AU
Austria,Oil products,Commercial and public services (PJ),9.595391976,AT
Belgium,Oil products,Commercial and public services (PJ),25.64641925,BE
Canada,Oil products,Commercial and public services (PJ),50.96921979,CA
Chile,Oil products,Commercial and public services (PJ),26.10630992,CL
Colombia,Oil products,Commercial and public services (PJ),3.051540806,CO
Costa Rica,Oil products,Commercial and public services (PJ),2.281035629,CR
Czech Republic,Oil products,Commercial and public services (PJ),1.077401804,CZ
Denmark,Oil products,Commercial and public services (PJ),1.268784619,DK
Estonia,Oil products,Commercial and public services (PJ),0.882711418,EE
Finland,Oil products,Commercial and public services (PJ),11.25018281,FI
France,Oil products,Commercial and public services (PJ),88.52469018,FR
Germany,Oil products,Commercial and public services (PJ),167.4238016,DE
Greece,Oil products,Commercial and public services (PJ),4.155415747,GR
Hungary,Oil products,Commercial and public services (PJ),1.27279976,HU
Iceland,Oil products,Commercial and public services (PJ),0.02605027,IS
Ireland,Oil products,Commercial and public services (PJ),9.225860821,IE
Israel,Oil products,Commercial and public services (PJ),3.01920615,IL
Italy,Oil products,Commercial and public services (PJ),23.56243117,IT
Japan,Oil products,Commercial and public services (PJ),396.7815497,JP
Korea,Oil products,Commercial and public services (PJ),70.06570863,KR
Latvia,Oil products,Commercial and public services (PJ),2.093663768,LV
Lithuania,Oil products,Commercial and public services (PJ),0.126060361,LT
Luxembourg,Oil products,Commercial and public services (PJ),4.761291762,LU
Mexico,Oil products,Commercial and public services (PJ),73.86499935,MX
Netherlands,Oil products,Commercial and public services (PJ),9.67245003,NL
New Zealand,Oil products,Commercial and public services (PJ),10.11875035,NZ
Norway,Oil products,Commercial and public services (PJ),11.48949611,NO
Poland,Oil products,Commercial and public services (PJ),17.51721951,PL
Portugal,Oil products,Commercial and public services (PJ),4.506725948,PT
Slovak Republic,Oil products,Commercial and public services (PJ),0.219798626,SK
Slovenia,Oil products,Commercial and public services (PJ),2.008462388,SI
Spain,Oil products,Commercial and public services (PJ),50.43809908,ES
Sweden,Oil products,Commercial and public services (PJ),7.920395647,SE
Switzerland,Oil products,Commercial and public services (PJ),29.8214041,CH
Republic of Turkiye,Oil products,Commercial and public services (PJ),18.72725495,TR
United Kingdom,Oil products,Commercial and public services (PJ),88.87137397,GB
United States,Oil products,Commercial and public services (PJ),515.6925061,US
Argentina,Oil products,Commercial and public services (PJ),20.18013735,AR
Brazil,Oil products,Commercial and public services (PJ),30.41725272,BR
People's Republic of China,Oil products,Commercial and public services (PJ),694.6502424,CN
Egypt,Oil products,Commercial and public services (PJ),0,EG
India,Oil products,Commercial and public services (PJ),108.6991419,IN
Indonesia,Oil products,Commercial and public services (PJ),22.42525024,ID
Kenya,Oil products,Commercial and public services (PJ),11.69653756,KE
Morocco,Oil products,Commercial and public services (PJ),7.139025724,MA
Senegal,Oil products,Commercial and public services (PJ),0.371628742,SN
Singapore,Oil products,Commercial and public services (PJ),3.232054688,SG
South Africa,Oil products,Commercial and public services (PJ),6.501388644,ZA
Thailand,Oil products,Commercial and public services (PJ),32.59387375,TH
Ukraine,Oil products,Commercial and public services (PJ),5.524825918,UA
Australia,Renewables and waste,Commercial and public services (PJ),1.406287505,AU
Austria,Renewables and waste,Commercial and public services (PJ),6.617903101,AT
Belgium,Renewables and waste,Commercial and public services (PJ),3.269099495,BE
Canada,Renewables and waste,Commercial and public services (PJ),0.638001331,CA
Chile,Renewables and waste,Commercial and public services (PJ),0.610138177,CL
Colombia,Renewables and waste,Commercial and public services (PJ),0,CO
Costa Rica,Renewables and waste,Commercial and public services (PJ),0.226660792,CR
Czech Republic,Renewables and waste,Commercial and public services (PJ),3.765457195,CZ
Denmark,Renewables and waste,Commercial and public services (PJ),2.528768585,DK
Estonia,Renewables and waste,Commercial and public services (PJ),0.582781626,EE
Finland,Renewables and waste,Commercial and public services (PJ),4.708374797,FI
France,Renewables and waste,Commercial and public services (PJ),29.43731125,FR
Germany,Renewables and waste,Commercial and public services (PJ),90.13705198,DE
Greece,Renewables and waste,Commercial and public services (PJ),1.663143498,GR
Hungary,Renewables and waste,Commercial and public services (PJ),2.37999902,HU
Iceland,Renewables and waste,Commercial and public services (PJ),0.261000925,IS
Ireland,Renewables and waste,Commercial and public services (PJ),1.041433006,IE
Israel,Renewables and waste,Commercial and public services (PJ),0,IL
Italy,Renewables and waste,Commercial and public services (PJ),9.040092505,IT
Japan,Renewables and waste,Commercial and public services (PJ),75.03269787,JP
Korea,Renewables and waste,Commercial and public services (PJ),32.94849152,KR
Latvia,Renewables and waste,Commercial and public services (PJ),2.099701134,LV
Lithuania,Renewables and waste,Commercial and public services (PJ),1.654162812,LT
Luxembourg,Renewables and waste,Commercial and public services (PJ),0.028746569,LU
Mexico,Renewables and waste,Commercial and public services (PJ),6.641998135,MX
Netherlands,Renewables and waste,Commercial and public services (PJ),9.05907127,NL
New Zealand,Renewables and waste,Commercial and public services (PJ),2.614137437,NZ
Norway,Renewables and waste,Commercial and public services (PJ),2.190621683,NO
Poland,Renewables and waste,Commercial and public services (PJ),12.25036746,PL
Portugal,Renewables and waste,Commercial and public services (PJ),2.880777982,PT
Slovak Republic,Renewables and waste,Commercial and public services (PJ),1.835999723,SK
Slovenia,Renewables and waste,Commercial and public services (PJ),0.423432018,SI
Spain,Renewables and waste,Commercial and public services (PJ),9.967171442,ES
Sweden,Renewables and waste,Commercial and public services (PJ),4.003853587,SE
Switzerland,Renewables and waste,Commercial and public services (PJ),12.31317365,CH
Republic of Turkiye,Renewables and waste,Commercial and public services (PJ),0,TR
United Kingdom,Renewables and waste,Commercial and public services (PJ),11.33000834,GB
United States,Renewables and waste,Commercial and public services (PJ),150.4997679,US
Argentina,Renewables and waste,Commercial and public services (PJ),6.295879566,AR
Brazil,Renewables and waste,Commercial and public services (PJ),14.25988074,BR
People's Republic of China,Renewables and waste,Commercial and public services (PJ),297.5111652,CN
Egypt,Renewables and waste,Commercial and public services (PJ),0,EG
India,Renewables and waste,Commercial and public services (PJ),121.7509843,IN
Indonesia,Renewables and waste,Commercial and public services (PJ),10.79630438,ID
Kenya,Renewables and waste,Commercial and public services (PJ),0,KE
Morocco,Renewables and waste,Commercial and public services (PJ),28.43264254,MA
Senegal,Renewables and waste,Commercial and public services (PJ),0,SN
Singapore,Renewables and waste,Commercial and public services (PJ),0,SG
South Africa,Renewables and waste,Commercial and public services (PJ),0,ZA
Thailand,Renewables and waste,Commercial and public services (PJ),0.4563612,TH
Ukraine,Renewables and waste,Commercial and public services (PJ),5.043624433,UA
Australia,Fossil fuels,Electricity output (GWh),194756.258,AU
Austria,Fossil fuels,Electricity output (GWh),13484.65,AT
Belgium,Fossil fuels,Electricity output (GWh),24725.6,BE
Canada,Fossil fuels,Electricity output (GWh),116008,CA
Chile,Fossil fuels,Electricity output (GWh),45028.72,CL
Colombia,Fossil fuels,Electricity output (GWh),21093.586,CO
Costa Rica,Fossil fuels,Electricity output (GWh),2.86,CR
Czech Republic,Fossil fuels,Electricity output (GWh),42191.169,CZ
Denmark,Fossil fuels,Electricity output (GWh),6158.379,DK
Estonia,Fossil fuels,Electricity output (GWh),4233.778,EE
Finland,Fossil fuels,Electricity output (GWh),9582,FI
France,Fossil fuels,Electricity output (GWh),46427.641,FR
Germany,Fossil fuels,Electricity output (GWh),274713,DE
Greece,Fossil fuels,Electricity output (GWh),32478.499,GR
Hungary,Fossil fuels,Electricity output (GWh),12817.3,HU
Iceland,Fossil fuels,Electricity output (GWh),2.464,IS
Ireland,Fossil fuels,Electricity output (GWh),19651.079,IE
Israel,Fossil fuels,Electricity output (GWh),68053.568,IL
Italy,Fossil fuels,Electricity output (GWh),167682.023,IT
Japan,Fossil fuels,Electricity output (GWh),720778.551,JP
Korea,Fossil fuels,Electricity output (GWh),406705.3,KR
Latvia,Fossil fuels,Electricity output (GWh),2128.398,LV
Lithuania,Fossil fuels,Electricity output (GWh),1316.5,LT
Luxembourg,Fossil fuels,Electricity output (GWh),173.128,LU
Mexico,Fossil fuels,Electricity output (GWh),291736,MX
Netherlands,Fossil fuels,Electricity output (GWh),75321.256,NL
New Zealand,Fossil fuels,Electricity output (GWh),8234.186,NZ
